State,Year,Region_Type,Is_Coastal,Time_Trend_Index,Decade,Post_Liberalization,Post_2000_Infrastructure_Acceleration,Post_2010_Climate_Risk_Intensification,GDP_Growth_Rate,GSDP_Constant_Price,GSDP_Current_Price,Per_Capita_Income,Industrial_Output_Index,Services_Share,Agriculture_Share,Manufacturing_Share,Trade_Connectivity_Index,Export_Intensity,Tourism_Revenue_Index,FDI_Attractiveness_Index,Road_Density,Rail_Density,Port_Access_Index,Logistics_Connectivity_Index,Urbanization_Rate,Electricity_Access_Rate,Internet_Penetration_Rate,Infrastructure_Composite_Index,Literacy_Rate,Higher_Education_Enrollment,Health_Index,Labor_Force_Participation,Unemployment_Rate,Flood_Risk_Index,Cyclone_Exposure_Index,Drought_Risk_Index,Heat_Stress_Index,Coastal_Erosion_Risk,Land_Submergence_Risk_Index,Sea_Level_Rise_Exposure,Annual_Disaster_Loss_Rate,Climate_Vulnerability_Index,Ease_of_Doing_Business_Proxy,Policy_Reform_Index,Public_Capital_Expenditure_Index,GDP_Growth_Smoothed_3Y,Economic_Resilience_Index,Economic_Resilience_Class,Coastal_Trade_Interaction,Coastal_Climate_Interaction
Punjab,2005,Landlocked,0,26,2000s,1,1,0,7.33,50089.8,53483.28,5000.0,75.93,55.66,18.39,26.64,61.0,35.22,22.54,56.68,67.95,50.74,11.88,62.48,51.92,77.95,22.8,53.5,71.73,31.06,71.93,56.44,9.42,32.34,5.49,27.4,35.7,0.52,1.11,0.12,1.34,17.76,54.16,53.92,42.77,7.453333333333333,37.38,Medium,0.0,0.0
Punjab,2006,Landlocked,0,27,2000s,1,1,0,7.72,53959.09,56775.06,5000.0,77.94,53.58,18.98,26.43,58.19,32.75,19.99,58.07,75.15,50.53,16.89,62.64,53.82,77.98,24.99,56.0,75.17,29.31,72.87,54.26,8.24,33.67,2.62,30.61,35.33,1.51,0.41,0.74,1.52,18.07,58.07,50.56,44.37,7.543333333333333,38.17,Medium,0.0,0.0
Punjab,2007,Landlocked,0,28,2000s,1,1,0,7.17,57825.31,60937.34,5000.0,78.18,53.28,16.6,28.95,58.62,34.06,21.59,52.39,71.31,51.92,15.82,62.4,53.05,75.38,29.72,54.73,74.81,29.26,72.26,56.0,9.89,31.91,2.88,30.74,35.69,2.56,0.82,0.0,1.16,17.86,55.6,53.24,46.51,7.406666666666666,39.11,High,0.0,0.0
Punjab,2008,Landlocked,0,29,2000s,1,1,0,6.76,61733.11,64647.47,5000.0,71.1,54.32,17.95,26.88,57.59,33.05,22.63,58.23,76.3,55.2,13.46,57.88,54.81,77.97,27.14,55.55,74.72,30.25,69.27,53.85,8.35,35.23,3.88,26.82,37.0,0.8,0.94,0.74,1.43,18.34,56.88,52.11,48.34,7.216666666666666,38.55,High,0.0,0.0
Punjab,2009,Landlocked,0,30,2000s,1,1,0,6.88,65978.64,69294.39,5000.0,77.39,55.01,17.48,26.97,57.78,34.79,26.32,63.85,77.36,53.27,12.81,58.17,53.56,84.99,34.08,56.33,77.48,30.52,71.39,51.59,9.5,31.24,3.18,28.11,38.69,0.43,0.81,0.22,1.32,17.57,55.99,52.53,45.04,6.9366666666666665,38.24,Medium,0.0,0.0
Punjab,2010,Landlocked,0,31,2010s,1,1,1,7.06,70637.76,74512.36,5000.0,71.19,52.13,18.35,25.9,64.87,36.24,22.92,55.47,77.21,49.95,11.0,61.63,53.23,80.92,32.49,55.43,78.24,28.26,68.72,55.08,7.58,36.0,4.0,26.65,39.62,0.44,0.28,0.0,1.45,18.72,56.87,52.62,46.56,6.899999999999999,40.03,High,0.0,0.0
Punjab,2011,Landlocked,0,32,2010s,1,1,1,6.89,75505.12,79630.08,5000.0,76.98,52.48,19.1,25.52,60.73,35.59,25.08,55.0,74.58,51.23,15.81,61.35,54.15,81.71,40.64,56.22,76.76,29.65,68.41,54.17,8.62,33.98,3.17,29.35,39.31,1.77,0.0,0.84,1.53,18.63,61.67,49.83,48.57,6.9433333333333325,38.54,High,0.0,0.0
Punjab,2012,Landlocked,0,33,2010s,1,1,1,6.73,80590.29,85583.82,5000.0,75.56,52.34,18.35,28.48,58.96,32.56,23.59,57.26,80.42,55.66,14.96,62.73,50.72,84.21,37.19,57.84,79.69,31.51,75.72,55.23,7.31,37.17,3.71,27.01,40.11,0.0,0.8,0.62,1.3,19.11,64.04,53.09,46.66,6.8933333333333335,41.33,High,0.0,0.0
Punjab,2013,Landlocked,0,34,2010s,1,1,1,7.28,86455.29,91475.94,5000.0,76.42,55.56,16.48,26.57,65.44,34.96,24.07,57.85,79.22,50.53,15.28,62.65,55.05,80.59,39.05,57.06,80.35,33.42,65.41,55.89,8.67,36.98,2.87,26.86,40.0,0.1,0.0,0.0,1.48,18.77,60.66,54.07,48.52,6.966666666666666,41.03,High,0.0,0.0
Punjab,2014,Landlocked,0,35,2010s,1,1,1,7.63,93052.03,97424.61,5000.0,74.59,55.49,14.68,27.31,61.23,35.53,25.15,57.49,83.86,49.69,13.26,61.59,51.17,81.07,43.82,56.68,76.29,31.43,68.89,53.54,8.28,39.68,2.21,27.85,44.02,0.64,0.0,1.14,1.61,20.16,62.7,49.47,52.03,7.213333333333332,39.93,High,0.0,0.0
Punjab,2015,Landlocked,0,36,2010s,1,1,1,9.32,101722.39,106794.64,5000.0,75.89,56.21,15.9,28.84,62.46,34.08,23.12,61.97,74.21,55.49,15.94,66.85,57.08,82.68,45.69,58.39,81.45,32.19,70.53,54.04,7.44,39.14,4.94,28.52,39.09,1.82,0.0,0.0,1.51,19.97,61.86,53.8,49.23,8.076666666666666,43.69,High,0.0,0.0
Punjab,2016,Landlocked,0,37,2010s,1,1,1,7.89,109749.3,115774.61,5000.0,81.5,56.1,13.96,28.2,67.23,33.35,23.89,57.87,77.59,52.66,14.53,67.79,54.55,80.74,43.78,57.8,82.77,32.3,73.87,53.57,9.06,41.32,3.23,29.68,40.01,2.62,0.96,0.29,1.53,20.68,60.74,52.04,44.83,8.28,43.04,High,0.0,0.0
Punjab,2017,Landlocked,0,38,2010s,1,1,1,7.46,117937.1,125968.17,5000.0,80.27,53.92,14.48,28.52,59.28,34.74,21.74,60.24,81.45,52.5,16.72,65.22,53.21,79.8,49.62,58.04,77.22,34.64,73.36,53.66,10.54,39.55,0.22,27.79,40.54,0.36,0.71,0.68,1.51,19.27,64.32,54.23,51.23,8.223333333333331,42.6,High,0.0,0.0
Punjab,2018,Landlocked,0,39,2010s,1,1,1,7.85,127195.85,135356.84,5000.0,78.25,54.51,12.51,29.93,62.92,40.4,24.87,57.66,81.44,52.24,16.31,65.38,54.7,86.63,49.36,59.29,79.8,35.53,72.25,54.14,11.09,39.35,3.37,30.37,42.67,0.0,1.62,0.0,1.91,20.42,61.58,57.23,47.69,7.733333333333332,41.52,High,0.0,0.0
Punjab,2019,Landlocked,0,40,2010s,1,1,1,8.46,137961.37,146284.03,5000.0,82.11,56.96,14.35,27.23,63.25,35.07,24.96,58.13,81.19,52.9,16.51,65.05,54.21,86.31,51.8,59.18,78.78,33.81,76.75,54.73,9.27,37.8,3.8,28.66,44.88,0.76,1.6,0.31,1.23,20.32,68.45,52.31,53.41,7.923333333333332,45.56,High,0.0,0.0
Punjab,2020,Landlocked,0,41,2020s,1,1,1,3.89,143331.9,150729.57,5000.0,79.41,55.91,12.92,31.32,61.75,34.21,26.33,57.17,78.63,58.84,17.64,66.68,54.97,87.31,54.6,60.33,83.28,34.23,76.79,54.36,8.81,40.85,6.07,31.88,46.53,1.47,0.5,0.65,1.49,22.16,64.11,53.84,47.22,6.733333333333332,42.05,High,0.0,0.0
Punjab,2021,Landlocked,0,42,2020s,1,1,1,7.01,153384.64,161453.99,5000.0,80.15,56.21,12.55,28.14,66.17,34.81,27.03,56.07,81.06,49.77,17.59,70.28,53.99,83.74,58.6,59.41,83.53,34.41,72.21,54.25,7.71,37.06,3.58,26.9,43.71,1.06,0.93,0.0,1.51,19.64,63.0,54.4,53.06,6.453333333333333,44.88,High,0.0,0.0
Punjab,2022,Landlocked,0,43,2020s,1,1,1,7.5,164887.12,174023.63,5000.0,78.29,58.13,13.1,29.62,63.75,32.86,28.38,55.9,76.3,48.5,14.62,69.67,58.4,84.63,59.15,58.58,80.1,32.77,73.1,55.68,9.24,38.95,2.54,28.96,41.15,1.67,0.96,0.0,1.74,19.91,60.57,54.02,52.96,6.133333333333333,41.92,High,0.0,0.0
Punjab,2023,Landlocked,0,44,2020s,1,1,1,9.07,179842.74,190026.26,5000.0,76.29,50.8,12.43,28.59,65.84,35.12,26.98,54.9,80.21,53.56,14.13,65.67,56.49,85.37,61.43,59.0,82.86,34.38,72.67,55.18,9.01,39.06,4.51,29.67,46.3,2.91,0.03,0.21,1.69,21.19,64.85,54.48,52.55,7.859999999999999,45.18,High,0.0,0.0
Punjab,2024,Landlocked,0,45,2020s,1,1,1,8.0,194229.44,205586.39,5000.0,85.63,58.21,11.95,30.22,64.6,33.86,23.24,54.91,84.32,58.1,16.09,69.1,58.28,87.26,62.81,61.93,82.8,36.21,77.01,55.54,7.38,37.38,1.98,30.25,46.31,1.34,0.0,1.2,1.29,20.32,66.51,53.2,52.19,8.19,48.14,High,0.0,0.0
Punjab,2025,Landlocked,0,46,2020s,1,1,1,7.25,208317.16,218692.75,5000.0,85.89,56.3,11.6,29.14,65.24,36.96,26.03,56.1,82.67,58.42,14.14,68.75,55.96,86.75,70.44,60.81,81.97,36.97,77.44,53.08,6.89,40.04,2.8,25.43,49.28,0.18,0.34,1.49,1.25,20.76,62.85,52.04,52.44,8.106666666666667,47.8,High,0.0,0.0
Rajasthan,1980,Landlocked,0,1,1980s,0,0,0,4.75,12000.0,12618.43,5000.0,57.92,41.17,23.44,22.89,44.69,25.39,27.27,37.99,58.15,39.63,8.69,48.49,42.71,62.55,0.0,43.15,58.86,15.02,56.15,54.59,8.32,37.36,7.24,33.04,25.98,1.16,0.38,0.46,1.46,18.75,40.64,29.41,33.58,4.75,12.54,Low,0.0,0.0
Rajasthan,1981,Landlocked,0,2,1980s,0,0,0,4.26,12511.52,13316.42,5000.0,59.89,44.62,22.16,21.66,43.97,22.95,30.32,36.95,58.31,44.9,11.84,47.37,41.13,65.59,0.8,44.51,56.6,16.15,50.88,55.89,4.29,40.39,5.28,38.24,23.56,0.28,0.72,0.4,1.59,19.43,42.28,25.92,36.45,4.505,12.27,Low,0.0,0.0
Rajasthan,1982,Landlocked,0,3,1980s,0,0,0,6.16,13281.88,14177.44,5000.0,60.0,44.26,25.8,22.27,46.87,23.15,24.15,41.72,59.26,42.73,11.54,47.79,41.52,59.34,0.46,43.47,59.18,17.29,56.47,55.36,5.76,37.76,5.32,32.71,28.39,0.43,0.43,1.03,1.57,18.76,41.43,28.48,38.85,5.056666666666667,16.13,Low,0.0,0.0
Rajasthan,1983,Landlocked,0,4,1980s,0,0,0,4.77,13916.03,14851.07,5000.0,59.94,44.46,26.38,21.85,41.48,24.22,28.06,37.13,54.94,42.62,11.52,46.62,42.96,64.76,1.48,43.56,58.32,19.07,53.29,53.75,6.37,39.42,4.68,37.42,32.55,0.72,0.86,0.41,1.8,20.3,45.85,24.89,37.4,5.0633333333333335,11.69,Low,0.0,0.0
Rajasthan,1984,Landlocked,0,5,1980s,0,0,0,6.4,14806.04,15585.22,5000.0,63.92,41.31,22.27,22.59,45.5,26.04,24.23,41.96,63.32,40.88,10.7,51.62,44.31,62.2,2.63,45.38,64.81,18.34,54.07,55.11,6.89,39.35,5.92,31.25,27.36,1.61,0.0,0.95,1.28,18.99,40.18,27.44,37.38,5.776666666666666,17.27,Low,0.0,0.0
Rajasthan,1985,Landlocked,0,6,1980s,0,0,0,5.83,15668.86,16381.89,5000.0,62.26,44.01,21.06,23.23,41.97,24.21,26.49,35.35,59.4,43.65,12.82,44.65,42.17,61.8,2.74,43.78,60.77,19.3,54.26,55.96,5.11,36.93,4.2,33.69,30.53,0.0,1.59,0.57,1.29,18.81,44.24,30.63,38.36,5.666666666666667,16.86,Low,0.0,0.0
Rajasthan,1986,Landlocked,0,7,1980s,0,0,0,5.88,16590.59,17635.24,5000.0,62.16,41.48,24.68,23.97,51.14,23.2,25.52,37.0,63.44,42.51,11.06,48.73,42.6,62.46,0.73,44.94,59.35,18.88,57.89,57.01,5.8,39.62,4.65,34.13,28.59,1.19,1.46,0.0,1.68,19.4,43.52,29.36,35.72,6.036666666666666,17.86,Low,0.0,0.0
Rajasthan,1987,Landlocked,0,8,1980s,0,0,0,5.14,17442.93,18634.92,5000.0,65.51,44.75,20.71,22.59,46.8,22.69,30.09,36.55,61.21,48.85,9.7,49.0,44.65,66.11,0.34,46.15,59.12,18.9,59.23,54.57,6.72,39.55,6.19,34.07,28.15,0.22,0.0,0.08,1.74,19.35,47.49,29.81,38.98,5.616666666666667,17.62,Low,0.0,0.0
Rajasthan,1988,Landlocked,0,9,1980s,0,0,0,6.08,18504.04,19734.08,5000.0,65.06,46.75,21.42,25.08,47.34,25.78,23.39,39.68,59.72,42.67,8.44,49.17,43.04,62.05,0.0,43.91,61.57,20.91,57.05,56.28,6.55,40.29,4.56,30.64,34.36,1.91,0.0,0.58,1.57,19.87,44.69,27.62,38.99,5.7,17.12,Low,0.0,0.0
Rajasthan,1989,Landlocked,0,10,1980s,0,0,0,5.97,19608.45,20970.38,5000.0,64.24,43.4,22.71,24.16,45.84,24.33,28.33,36.19,62.96,41.27,10.5,50.86,41.16,61.95,1.13,44.66,57.65,18.01,58.51,54.65,7.93,37.99,5.39,34.56,28.79,1.83,1.11,0.0,1.57,19.28,46.41,27.26,35.62,5.73,14.83,Low,0.0,0.0
Rajasthan,1990,Landlocked,0,11,1990s,0,0,0,5.15,20617.97,21837.0,5000.0,63.84,46.68,19.9,23.99,47.64,24.47,27.27,39.18,66.57,44.89,10.44,49.44,47.96,65.81,0.0,47.25,59.19,17.58,58.06,55.69,6.24,40.37,4.31,34.03,32.59,0.57,1.81,0.08,1.66,20.03,47.74,28.29,38.56,5.733333333333333,17.74,Low,0.0,0.0
Rajasthan,1991,Landlocked,0,12,1990s,1,0,0,6.33,21922.43,22925.04,5000.0,64.89,45.0,21.78,23.11,49.78,33.25,25.85,48.68,59.07,41.37,11.74,55.05,40.2,65.71,1.95,45.39,62.0,21.24,56.23,54.18,6.49,38.14,5.44,32.98,31.17,1.26,0.0,0.39,1.91,19.3,44.27,43.01,39.4,5.816666666666666,21.25,Low,0.0,0.0
Rajasthan,1992,Landlocked,0,13,1990s,1,0,0,6.63,23375.88,24690.64,5000.0,66.22,46.83,19.92,23.9,52.7,31.35,25.16,43.61,66.24,44.4,6.71,51.37,43.51,62.78,0.0,45.6,64.32,19.93,56.19,54.86,6.0,40.6,5.28,31.36,31.58,1.35,0.83,0.46,1.9,19.78,48.3,42.14,39.31,6.036666666666666,22.61,Low,0.0,0.0
Rajasthan,1993,Landlocked,0,14,1990s,1,0,0,5.53,24668.61,26169.56,5000.0,68.53,44.19,20.57,24.33,50.71,36.63,27.2,41.67,64.18,43.18,11.25,48.46,44.97,67.89,0.37,46.4,64.25,18.6,56.92,54.7,5.47,36.9,5.17,35.15,35.66,0.56,1.24,0.82,1.73,19.95,46.54,36.84,40.14,6.163333333333333,22.26,Low,0.0,0.0
Rajasthan,1994,Landlocked,0,15,1990s,1,0,0,6.38,26241.31,28000.2,5000.0,65.7,43.96,20.18,25.11,50.2,31.64,28.78,45.7,61.93,44.65,11.23,50.83,42.9,65.56,2.55,45.92,61.1,21.26,60.7,54.48,7.47,39.22,4.43,30.57,36.21,0.09,1.25,0.0,1.75,19.68,52.05,37.07,38.19,6.18,20.77,Low,0.0,0.0
Rajasthan,1995,Landlocked,0,16,1990s,1,0,0,6.7,27999.36,29718.66,5000.0,69.33,43.71,22.68,24.54,48.6,30.43,26.57,47.34,60.92,46.26,11.19,50.17,41.09,68.96,3.6,46.1,61.87,19.78,60.61,52.92,7.86,38.59,4.38,34.26,31.99,0.43,1.01,0.0,1.82,19.47,48.13,37.85,38.68,6.203333333333333,20.72,Low,0.0,0.0
Rajasthan,1996,Landlocked,0,17,1990s,1,0,0,6.99,29956.23,31424.0,5000.0,71.56,43.7,19.88,25.05,53.08,33.28,27.76,43.07,61.47,45.07,13.43,48.21,46.75,65.93,2.32,46.5,66.64,22.94,60.01,53.48,5.6,42.28,4.89,32.77,36.49,0.16,0.96,0.52,1.66,20.88,47.4,39.28,38.91,6.69,24.61,Low,0.0,0.0
Rajasthan,1997,Landlocked,0,18,1990s,1,0,0,7.18,32107.32,33793.2,5000.0,70.71,44.7,17.58,24.38,50.91,33.13,28.68,42.67,67.93,46.65,15.3,54.96,43.38,70.64,7.93,49.65,67.66,24.29,61.6,54.54,5.8,39.7,3.82,36.45,34.48,2.03,0.06,1.04,1.54,20.49,46.27,43.69,43.64,6.956666666666667,28.77,Medium,0.0,0.0
Rajasthan,1998,Landlocked,0,19,1990s,1,0,0,7.06,34373.52,36631.68,5000.0,69.52,45.63,17.71,24.31,56.39,36.54,32.77,44.56,63.09,43.56,11.12,51.3,49.07,72.71,8.31,48.18,63.12,24.5,59.52,52.32,6.93,38.72,4.67,33.26,34.54,0.97,0.75,0.0,1.8,19.81,47.27,38.54,41.12,7.076666666666667,25.72,Low,0.0,0.0
Rajasthan,1999,Landlocked,0,20,1990s,1,0,0,7.52,36959.74,39575.26,5000.0,69.41,46.48,19.05,25.21,53.03,27.42,29.36,46.27,76.33,42.73,13.33,51.6,49.11,66.84,10.0,49.96,62.67,23.04,60.26,56.18,5.56,41.73,5.5,34.31,37.94,0.0,1.29,0.22,1.83,21.25,50.31,40.02,40.96,7.253333333333333,26.06,Low,0.0,0.0
Rajasthan,2000,Landlocked,0,21,2000s,1,1,0,5.98,39168.98,41752.1,5000.0,67.4,46.6,19.41,23.33,49.74,29.25,29.25,48.02,59.08,43.08,13.86,50.39,45.03,73.88,10.59,47.26,66.61,22.45,64.99,54.25,7.91,43.03,5.3,33.86,35.95,0.78,1.02,0.78,1.6,21.31,48.51,49.22,39.69,6.853333333333333,26.86,Low,0.0,0.0
Rajasthan,2001,Landlocked,0,22,2000s,1,1,0,6.9,41869.81,44224.27,5000.0,72.22,50.38,14.53,24.91,50.46,31.75,29.47,52.84,65.24,41.35,11.1,53.53,46.03,67.62,9.56,47.35,66.49,22.12,57.66,54.37,7.65,38.64,4.78,33.79,35.56,1.06,0.57,0.58,1.71,20.07,52.12,53.02,44.52,6.8,28.34,Medium,0.0,0.0
Rajasthan,2002,Landlocked,0,23,2000s,1,1,0,6.27,44494.15,47127.35,5000.0,68.64,47.41,17.84,26.17,51.55,31.48,29.17,51.88,64.05,44.42,11.75,54.96,45.91,70.02,15.09,48.31,65.99,26.27,59.39,54.68,6.74,39.71,3.8,35.25,39.02,1.63,0.82,0.06,1.48,20.89,53.9,53.31,43.45,6.383333333333333,28.8,Medium,0.0,0.0
Rajasthan,2003,Landlocked,0,24,2000s,1,1,0,7.18,47689.87,50501.88,5000.0,68.12,49.58,19.59,24.46,55.24,32.69,30.67,48.88,63.93,47.17,10.54,54.47,47.29,73.29,13.71,49.11,69.89,27.48,62.49,53.65,7.81,40.3,5.75,33.8,38.54,0.93,0.96,0.27,1.58,21.06,50.09,54.27,46.49,6.783333333333334,32.49,Medium,0.0,0.0
Rajasthan,2004,Landlocked,0,25,2000s,1,1,0,7.9,51457.47,54789.03,5000.0,73.0,49.67,15.04,25.29,52.94,29.47,28.0,52.59,67.47,43.71,11.9,57.07,44.95,72.11,18.07,49.41,68.72,24.01,62.18,55.1,8.37,40.56,5.82,38.14,43.59,0.49,0.0,0.8,1.71,22.36,53.76,51.01,44.03,7.116666666666667,29.77,Medium,0.0,0.0
Rajasthan,2005,Landlocked,0,26,2000s,1,1,0,7.98,55563.86,59028.0,5000.0,66.84,48.05,16.87,25.85,53.45,32.69,33.19,55.67,68.64,44.67,13.11,54.69,47.68,72.99,24.49,50.12,67.23,26.23,67.04,54.2,8.29,38.51,5.56,32.2,41.05,1.12,0.24,0.92,1.6,20.74,53.95,48.14,45.01,7.686666666666667,31.86,Medium,0.0,0.0
Rajasthan,2006,Landlocked,0,27,2000s,1,1,0,7.82,59909.6,63206.0,5000.0,67.62,49.63,18.61,27.22,53.27,29.34,30.56,50.19,68.64,46.72,12.15,57.62,47.23,73.53,18.88,50.77,63.75,23.85,61.71,55.59,5.8,43.59,5.65,36.48,37.68,1.4,0.85,0.91,1.7,22.19,53.39,52.64,43.32,7.900000000000001,31.34,Medium,0.0,0.0
Rajasthan,2007,Landlocked,0,28,2000s,1,1,0,7.71,64528.75,69068.95,5000.0,73.91,53.4,14.63,25.89,56.42,32.06,31.97,50.38,66.42,46.94,13.72,52.92,47.08,76.24,23.43,50.25,66.57,26.13,61.57,53.29,8.28,38.98,4.86,34.07,36.87,0.0,1.2,0.0,1.44,20.27,49.24,49.47,45.84,7.836666666666667,32.67,Medium,0.0,0.0
Rajasthan,2008,Landlocked,0,29,2000s,1,1,0,7.55,69403.51,72635.13,5000.0,75.46,48.38,14.44,29.38,57.08,33.27,32.01,52.04,63.65,47.73,13.9,53.86,46.45,76.57,25.95,50.02,73.63,24.1,62.29,53.04,6.93,38.74,5.8,34.29,39.07,0.0,1.69,0.36,1.43,20.8,53.79,50.85,44.69,7.6933333333333325,34.37,Medium,0.0,0.0
Rajasthan,2009,Landlocked,0,30,2000s,1,1,0,7.14,74360.19,78121.05,5000.0,74.88,48.44,15.06,27.05,57.66,35.35,34.2,50.55,63.88,51.03,16.37,54.71,49.3,73.32,31.14,51.06,68.9,30.04,65.24,57.06,7.68,41.21,4.51,35.45,42.71,2.92,1.09,0.86,1.58,22.17,54.72,49.68,45.92,7.466666666666666,33.4,Medium,0.0,0.0
Rajasthan,2010,Landlocked,0,31,2010s,1,1,1,7.36,79832.39,85628.08,5000.0,73.19,49.74,15.13,27.69,55.67,32.96,29.39,52.42,70.49,46.7,17.79,51.48,49.28,75.86,31.16,51.72,70.73,28.25,65.74,54.03,8.44,46.03,4.39,35.19,40.27,0.0,0.48,0.1,1.92,22.46,54.35,53.2,44.71,7.349999999999999,32.7,Medium,0.0,0.0
Rajasthan,2011,Landlocked,0,32,2010s,1,1,1,6.15,84744.89,90896.7,5000.0,74.47,52.14,16.47,24.83,56.84,32.97,32.01,49.15,71.38,45.44,18.01,57.1,45.89,73.85,31.46,51.89,75.64,26.46,64.1,54.25,8.64,45.36,4.34,33.37,41.29,0.53,0.48,1.09,1.68,22.32,52.17,49.52,46.51,6.883333333333333,33.3,Medium,0.0,0.0
Rajasthan,2012,Landlocked,0,33,2010s,1,1,1,7.34,90967.52,97219.19,5000.0,76.4,53.34,15.75,24.15,59.19,30.72,31.19,51.75,73.83,50.68,15.94,56.5,47.72,76.01,33.7,53.22,73.04,29.38,65.85,51.87,8.27,46.18,5.65,32.25,39.73,1.37,0.59,0.79,1.66,22.47,57.67,52.44,47.35,6.95,35.25,Medium,0.0,0.0
Rajasthan,2013,Landlocked,0,34,2010s,1,1,1,6.75,97111.84,103245.2,5000.0,75.38,51.38,16.46,28.51,53.32,30.43,31.41,47.6,69.91,49.73,14.4,56.34,50.56,76.05,36.58,52.54,74.02,28.31,69.12,54.36,10.14,44.45,6.0,32.47,45.11,0.62,0.97,0.17,1.87,22.79,53.93,53.81,45.12,6.746666666666667,32.5,Medium,0.0,0.0
Rajasthan,2014,Landlocked,0,35,2010s,1,1,1,6.94,103847.84,109350.47,5000.0,72.83,51.11,14.15,25.36,56.18,35.15,35.2,51.94,73.84,45.76,13.99,58.72,48.52,75.72,35.43,52.66,67.99,30.08,65.82,55.98,7.7,44.97,5.49,35.47,42.9,1.64,0.2,0.42,1.75,23.0,58.09,50.86,50.96,7.010000000000001,34.34,Medium,0.0,0.0
Rajasthan,2015,Landlocked,0,36,2010s,1,1,1,7.15,111268.17,116967.36,5000.0,75.54,52.42,13.15,29.09,56.64,30.54,33.39,50.58,79.25,51.21,14.8,57.94,50.69,78.65,33.95,55.22,73.88,29.25,63.04,55.96,10.39,47.51,6.58,37.37,42.19,0.0,1.19,0.38,1.65,23.87,55.88,51.9,47.53,6.946666666666666,33.63,Medium,0.0,0.0
Rajasthan,2016,Landlocked,0,37,2010s,1,1,1,7.09,119160.29,127588.45,5000.0,75.34,48.01,13.89,25.59,58.33,29.68,35.67,50.34,69.67,49.5,13.28,59.13,47.88,75.99,42.52,52.32,70.76,27.66,66.5,54.87,8.31,47.06,5.54,34.98,44.53,0.0,0.0,1.46,1.81,23.55,58.34,49.75,48.06,7.06,33.71,Medium,0.0,0.0
Rajasthan,2017,Landlocked,0,38,2010s,1,1,1,7.91,128581.27,137213.3,5000.0,76.56,50.7,11.36,29.7,56.79,34.38,35.57,50.2,73.72,47.43,13.19,61.42,49.14,78.58,44.47,53.77,74.76,27.58,65.16,54.51,7.31,47.26,6.67,36.45,44.15,1.23,1.07,0.81,1.71,24.14,60.48,52.29,50.44,7.383333333333333,36.56,Medium,0.0,0.0
Rajasthan,2018,Landlocked,0,39,2010s,1,1,1,6.9,137454.76,145160.24,5000.0,73.12,51.59,11.09,27.96,57.04,32.9,36.49,50.22,71.34,49.17,11.79,58.6,45.17,76.82,47.3,51.92,74.82,29.38,66.75,53.61,8.14,52.26,7.33,33.87,45.63,0.22,0.32,0.68,1.88,25.11,59.05,53.58,49.56,7.300000000000001,35.41,Medium,0.0,0.0
Rajasthan,2019,Landlocked,0,40,2010s,1,1,1,6.46,146340.15,154583.08,5000.0,78.84,49.95,12.67,28.75,59.95,32.13,33.49,49.61,68.91,47.71,12.34,61.02,50.58,79.55,45.62,53.11,71.98,30.71,67.13,54.72,7.85,49.82,5.91,37.7,48.34,2.36,0.16,0.8,1.85,25.44,54.31,53.43,48.66,7.090000000000001,35.39,Medium,0.0,0.0
Rajasthan,2020,Landlocked,0,41,2020s,1,1,1,3.47,151411.36,159338.76,5000.0,74.61,50.94,12.7,29.81,56.48,36.47,36.23,52.35,75.14,49.51,17.69,61.1,47.09,79.47,51.03,54.89,74.24,31.17,66.11,53.25,6.59,43.33,6.15,28.78,44.96,0.39,0.63,0.0,1.72,21.93,55.49,52.7,48.36,5.61,34.56,Medium,0.0,0.0
Rajasthan,2021,Landlocked,0,42,2020s,1,1,1,6.66,161498.72,169512.09,5000.0,78.13,52.44,12.13,28.28,59.24,31.71,35.6,54.34,75.42,51.98,15.82,58.13,48.85,79.96,53.29,54.77,80.83,32.81,65.33,53.98,10.42,45.97,5.53,31.84,49.91,1.4,0.34,0.0,1.8,23.67,58.53,52.1,51.05,5.53,35.05,Medium,0.0,0.0
Rajasthan,2022,Landlocked,0,43,2020s,1,1,1,8.05,174495.67,184453.32,5000.0,77.32,51.56,12.3,28.02,56.5,34.59,34.23,49.26,72.65,50.43,15.79,61.45,52.15,82.38,53.91,55.56,73.57,31.29,65.99,56.94,10.13,47.7,6.34,34.26,48.0,0.0,0.76,0.06,1.87,24.18,58.72,54.33,52.15,6.06,34.79,Medium,0.0,0.0
Rajasthan,2023,Landlocked,0,44,2020s,1,1,1,9.06,190296.28,201629.71,5000.0,83.23,52.67,12.73,28.18,57.86,33.5,31.27,47.49,75.15,53.92,16.4,59.27,48.16,81.78,54.15,55.49,77.44,32.63,69.29,54.94,8.52,46.16,4.84,31.83,42.99,0.86,1.71,0.87,1.78,22.76,57.77,52.43,50.43,7.923333333333335,39.1,High,0.0,0.0
Rajasthan,2024,Landlocked,0,45,2020s,1,1,1,7.52,204603.81,217829.05,5000.0,76.35,51.38,9.74,27.14,59.24,32.09,27.71,54.05,69.45,51.66,15.96,65.84,52.77,79.65,55.82,55.64,79.6,30.19,69.05,54.74,7.8,47.11,5.67,34.67,48.53,1.33,0.86,0.17,1.81,24.23,58.21,48.88,50.35,8.21,39.26,High,0.0,0.0
